sampleid	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	SampleID_2
bank_vole.59	13114.mousseau.88.s017	13114	Myodes-glareolus_Mousseau88_FIN_72_host_filtered_r1r2combined.fastq.gz	3590936	1192258	6.076370245	6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_72_filtered_r1r2interleaved
bank_vole.60	13114.mousseau.88.s018	13114	Myodes-glareolus_Mousseau88_FIN_92_host_filtered_r1r2combined.fastq.gz	17370	15614	4.193514175	4	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_92_filtered_r1r2interleaved
bank_vole.61	13114.mousseau.88.s019	13114	Myodes-glareolus_Mousseau88_FIN_93_host_filtered_r1r2combined.fastq.gz	188899256	150887970	8.178654616000001	8	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_93_filtered_r1r2interleaved
bank_vole.62	13114.mousseau.88.s020	13114	Myodes-glareolus_Mousseau88_FIN_99_host_filtered_r1r2combined.fastq.gz	390336	382128	5.582208861	6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_99_filtered_r1r2interleaved
bank_vole.1	13114.mousseau.88.s021	13114	Myodes-glareolus_Mousseau88_FIN_100_host_filtered_r1r2combined.fastq.gz	8082786	8037102	6.90509948	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_100_filtered_r1r2interleaved
bank_vole.2	13114.mousseau.88.s022	13114	Myodes-glareolus_Mousseau88_FIN_105_host_filtered_r1r2combined.fastq.gz	127942	113568	5.055255978	5	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_105_filtered_r1r2interleaved
bank_vole.3	13114.mousseau.88.s023	13114	Myodes-glareolus_Mousseau88_FIN_106_host_filtered_r1r2combined.fastq.gz	23371772	23002302	7.361771301	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_106_filtered_r1r2interleaved
bank_vole.4	13114.mousseau.88.s024	13114	Myodes-glareolus_Mousseau88_FIN_108_host_filtered_r1r2combined.fastq.gz	2705914	2510342	6.399732892	6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_108_filtered_r1r2interleaved
bank_vole.5	13114.mousseau.88.s025	13114	Myodes-glareolus_Mousseau88_FIN_110_host_filtered_r1r2combined.fastq.gz	4059726	4004076	6.602502312	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_110_filtered_r1r2interleaved
bank_vole.6	13114.mousseau.88.s026	13114	Myodes-glareolus_Mousseau88_FIN_125_host_filtered_r1r2combined.fastq.gz	3538588	3379292	6.52882572	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_125_filtered_r1r2interleaved
bank_vole.7	13114.mousseau.88.s027	13114	Myodes-glareolus_Mousseau88_FIN_132_host_filtered_r1r2combined.fastq.gz	2877750	2788764	6.445411764	6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_132_filtered_r1r2interleaved
bank_vole.8	13114.mousseau.88.s028	13114	Myodes-glareolus_Mousseau88_FIN_143_host_filtered_r1r2combined.fastq.gz	1751728	1718236	6.235082814	6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_143_filtered_r1r2interleaved
bank_vole.9	13114.mousseau.88.s029	13114	Myodes-glareolus_Mousseau88_FIN_145_host_filtered_r1r2combined.fastq.gz	53062070	48058340	7.681768766	8	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_145_filtered_r1r2interleaved
bank_vole.10	13114.mousseau.88.s030	13114	Myodes-glareolus_Mousseau88_FIN_147_host_filtered_r1r2combined.fastq.gz	17508806	17317350	7.238481435	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_147_filtered_r1r2interleaved
bank_vole.12	13114.mousseau.88.s031	13114	Myodes-glareolus_Mousseau88_FIN_172_host_filtered_r1r2combined.fastq.gz	2045978	464350	5.66684545	6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_172_filtered_r1r2interleaved
bank_vole.14	13114.mousseau.88.s032	13114	Myodes-glareolus_Mousseau88_FIN_209_host_filtered_r1r2combined.fastq.gz	17086918	16573558	7.219415752000001	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_209_filtered_r1r2interleaved
bank_vole.16	13114.mousseau.88.s033	13114	Myodes-glareolus_Mousseau88_FIN_221_host_filtered_r1r2combined.fastq.gz	261070	110744	5.044320206	5	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_221_filtered_r1r2interleaved
bank_vole.17	13114.mousseau.88.s034	13114	Myodes-glareolus_Mousseau88_FIN_222_host_filtered_r1r2combined.fastq.gz	690192	608040	5.78393215	6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_222_filtered_r1r2interleaved
bank_vole.18	13114.mousseau.88.s035	13114	Myodes-glareolus_Mousseau88_FIN_223_host_filtered_r1r2combined.fastq.gz	8418720	7848606	6.894792527999999	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_223_filtered_r1r2interleaved
bank_vole.20	13114.mousseau.88.s036	13114	Myodes-glareolus_Mousseau88_FIN_243_host_filtered_r1r2combined.fastq.gz	3679644	3486428	6.542380701	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_243_filtered_r1r2interleaved
bank_vole.21	13114.mousseau.88.s037	13114	Myodes-glareolus_Mousseau88_FIN_244_host_filtered_r1r2combined.fastq.gz	10199070	9976472	6.998976988	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_244_filtered_r1r2interleaved
bank_vole.22	13114.mousseau.88.s039	13114	Myodes-glareolus_Mousseau88_FIN_256_host_filtered_r1r2combined.fastq.gz	6930048	6050478	6.781789686000001	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_256_filtered_r1r2interleaved
bank_vole.23	13114.mousseau.88.s040	13114	Myodes-glareolus_Mousseau88_FIN_261_host_filtered_r1r2combined.fastq.gz	4783030	4692560	6.671409833999999	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_261_filtered_r1r2interleaved
bank_vole.24	13114.mousseau.88.s041	13114	Myodes-glareolus_Mousseau88_FIN_269_host_filtered_r1r2combined.fastq.gz	8870198	8773314	6.943163673	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_269_filtered_r1r2interleaved
bank_vole.26	13114.mousseau.88.s042	13114	Myodes-glareolus_Mousseau88_FIN_275_host_filtered_r1r2combined.fastq.gz	3999606	3920230	6.593311548	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_275_filtered_r1r2interleaved
bank_vole.27	13114.mousseau.88.s043	13114	Myodes-glareolus_Mousseau88_FIN_280_host_filtered_r1r2combined.fastq.gz	284454	242918	5.385459697000001	5	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_280_filtered_r1r2interleaved
bank_vole.28	13114.mousseau.88.s044	13114	Myodes-glareolus_Mousseau88_FIN_282_host_filtered_r1r2combined.fastq.gz	1724820	1703048	6.231226888999999	6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_282_filtered_r1r2interleaved
bank_vole.30	13114.mousseau.88.s045	13114	Myodes-glareolus_Mousseau88_FIN_293_host_filtered_r1r2combined.fastq.gz	14678008	14248216	7.15376049	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_293_filtered_r1r2interleaved
bank_vole.31	13114.mousseau.88.s046	13114	Myodes-glareolus_Mousseau88_FIN_296_host_filtered_r1r2combined.fastq.gz	9892934	9436992	6.974833587000001	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_296_filtered_r1r2interleaved
bank_vole.32	13114.mousseau.88.s047	13114	Myodes-glareolus_Mousseau88_FIN_298_host_filtered_r1r2combined.fastq.gz	9721132	9716214	6.987497072000001	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_298_filtered_r1r2interleaved
bank_vole.35	13114.mousseau.88.s048	13114	Myodes-glareolus_Mousseau88_FIN_312_host_filtered_r1r2combined.fastq.gz	354332	329116	5.517348996	6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_312_filtered_r1r2interleaved
bank_vole.36	13114.mousseau.88.s049	13114	Myodes-glareolus_Mousseau88_FIN_318_host_filtered_r1r2combined.fastq.gz	9028004	8314914	6.919857762	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_318_filtered_r1r2interleaved
bank_vole.37	13114.mousseau.88.s050	13114	Myodes-glareolus_Mousseau88_FIN_329_host_filtered_r1r2combined.fastq.gz	13540590	11708880	7.068515355	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_329_filtered_r1r2interleaved
bank_vole.39	13114.mousseau.88.s051	13114	Myodes-glareolus_Mousseau88_FIN_365_host_filtered_r1r2combined.fastq.gz	1480192	997856	5.9990678729999996	6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_365_filtered_r1r2interleaved
bank_vole.40	13114.mousseau.88.s052	13114	Myodes-glareolus_Mousseau88_FIN_366_host_filtered_r1r2combined.fastq.gz	12624792	11414900	7.057472111	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_366_filtered_r1r2interleaved
bank_vole.41	13114.mousseau.88.s053	13114	Myodes-glareolus_Mousseau88_FIN_367_host_filtered_r1r2combined.fastq.gz	9424850	7267684	6.861396036	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_367_filtered_r1r2interleaved
bank_vole.42	13114.mousseau.88.s054	13114	Myodes-glareolus_Mousseau88_FIN_368_host_filtered_r1r2combined.fastq.gz	4873642	3356442	6.525879147	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_368_filtered_r1r2interleaved
bank_vole.43	13114.mousseau.88.s055	13114	Myodes-glareolus_Mousseau88_FIN_370_host_filtered_r1r2combined.fastq.gz	9202438	8542444	6.93158214	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_370_filtered_r1r2interleaved
bank_vole.44	13114.mousseau.88.s056	13114	Myodes-glareolus_Mousseau88_FIN_372_host_filtered_r1r2combined.fastq.gz	9961172	9728730	6.988056151	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_372_filtered_r1r2interleaved
bank_vole.45	13114.mousseau.88.s057	13114	Myodes-glareolus_Mousseau88_FIN_373_host_filtered_r1r2combined.fastq.gz	12576126	12260724	7.088516116	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_373_filtered_r1r2interleaved
bank_vole.46	13114.mousseau.88.s058	13114	Myodes-glareolus_Mousseau88_FIN_376_host_filtered_r1r2combined.fastq.gz	10381176	10104902	7.004532106	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_376_filtered_r1r2interleaved
bank_vole.47	13114.mousseau.88.s059	13114	Myodes-glareolus_Mousseau88_FIN_382_host_filtered_r1r2combined.fastq.gz	3717476	3583030	6.554250444	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_382_filtered_r1r2interleaved
bank_vole.48	13114.mousseau.88.s061	13114	Myodes-glareolus_Mousseau88_FIN_436_host_filtered_r1r2combined.fastq.gz	2915396	2190238	6.34049131	6	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_436_filtered_r1r2interleaved
bank_vole.50	13114.mousseau.88.s062	13114	Myodes-glareolus_Mousseau88_FIN_497_host_filtered_r1r2combined.fastq.gz	8748520	7203842	6.857564179	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_497_filtered_r1r2interleaved
bank_vole.52	13114.mousseau.88.s063	13114	Myodes-glareolus_Mousseau88_FIN_516_host_filtered_r1r2combined.fastq.gz	8374890	6128304	6.787340301	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_516_filtered_r1r2interleaved
bank_vole.54	13114.mousseau.88.s064	13114	Myodes-glareolus_Mousseau88_FIN_538_host_filtered_r1r2combined.fastq.gz	6608114	6429652	6.808187468	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_538_filtered_r1r2interleaved
bank_vole.76	13114.mousseau.88.s065	13114	Myodes-glareolus_Mousseau88_FIN_K7_host_filtered_r1r2combined.fastq.gz	18449358	16611676	7.220413452000001	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_K7_filtered_r1r2interleaved
bank_vole.70	13114.mousseau.88.s066	13114	Myodes-glareolus_Mousseau88_FIN_K18_host_filtered_r1r2combined.fastq.gz	5598482	4414618	6.64489313	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_K18_filtered_r1r2interleaved
bank_vole.71	13114.mousseau.88.s067	13114	Myodes-glareolus_Mousseau88_FIN_K28_host_filtered_r1r2combined.fastq.gz	120038	64690	4.810837151	5	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_K28_filtered_r1r2interleaved
bank_vole.72	13114.mousseau.88.s068	13114	Myodes-glareolus_Mousseau88_FIN_K32_host_filtered_r1r2combined.fastq.gz	6951082	6760690	6.829991023	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_K32_filtered_r1r2interleaved
bank_vole.73	13114.mousseau.88.s069	13114	Myodes-glareolus_Mousseau88_FIN_K41_host_filtered_r1r2combined.fastq.gz	10882172	10590260	7.024906623	7	Chordata	Mammalia	Cricetidae	Myodes	Metazoa	Rodentia	Myodes_glareolus	Myodes_glareolus	Myodes_glareolus	bank_vole	flightless	terrestrial,flightless	herbivore/insectivore	Ukraine			herbivore	herbivore	wild	Myodes-glareolus_Mousseau88_FIN_K41_filtered_r1r2interleaved
